FlightId,DaysToDeparture,BookedSeats,TotalCapacity,CompetitorPrice,SeasonalityIndex,OptimalFare
FL-00104,88,2,150,442.3359417083008,1.2970776243343491,231.045671667489
FL-00105,63,42,150,264.48202710057353,0.8393466905063556,178.60983278692945
FL-00106,11,180,300,320.82105469438204,1.2422153237763875,355.71118358689
FL-00107,81,13,220,479.3991173010441,1.33525472811325,256.83992597425856
FL-00108,8,144,180,229.5021810929312,1.3449600063967901,399.7919490327855
FL-00109,35,83,180,286.36910607530365,1.3390781565611998,328.24900708204353
FL-00110,35,106,180,362.26022144024097,0.9583978391055674,281.760196137306
FL-00111,33,119,220,414.36862532639026,1.4827789343236581,407.58621463633784
FL-00112,5,90,150,465.5786853494468,1.496627484437457,463.93966625939373
FL-00113,41,95,180,470.4155456507303,0.852917112613121,275.8755723661254
FL-00114,28,106,220,421.82402603041805,1.4555124959682302,393.15121066817187
FL-00115,7,101,150,229.91579280765865,1.0026144360130584,308.6501308037303
FL-00116,73,43,300,158.68326551489804,1.2824988572256752,186.13371758440513
FL-00117,72,22,180,284.32087562446833,1.0366776445152925,190.74521698229765
FL-00118,12,103,150,199.54209784573817,1.477428026361185,386.6394524227163
FL-00119,34,72,180,398.63567660340436,0.8710527008124749,264.46888291862774
FL-00120,33,86,180,381.3957053890009,1.1484227718694633,322.24179999134276
FL-00121,48,62,180,165.3900745675092,1.0996334543594521,204.17090125354147
FL-00122,23,101,150,442.8078226958329,1.0282164165945895,346.366348079025
FL-00123,62,63,220,237.06014320191377,1.2518737936161042,231.0401722722832
FL-00124,88,2,150,301.2794764218648,0.8917390203951673,142.41591634108926
FL-00125,37,79,180,383.77680740950984,1.3016636926935878,330.2876045391227
FL-00126,44,57,150,300.29657539828867,1.4864144866633513,329.3448123244926
FL-00127,86,8,300,304.4507309799802,1.363191100128041,196.39605240326318
FL-00128,35,123,220,172.96979836750913,1.4020117270366819,310.2147808848857
FL-00129,65,36,150,290.5052422410013,1.0517457202253018,205.77181601828366
FL-00130,47,96,300,417.6967626269942,1.0274206245368531,293.90634494384733
FL-00131,78,21,220,470.3117180153092,1.1619338482830932,240.33520519627496
FL-00132,3,186,300,294.7239979721801,0.832008630333591,279.34148180331306
FL-00133,1,185,220,298.2550394076776,1.4617506941195728,452.5869138648309
FL-00134,5,91,150,395.9194872132782,0.9006496211113346,319.9384721171389
FL-00135,14,251,300,479.9702003868468,1.4321091274176647,488.90789166626575
FL-00136,27,114,180,243.47132908377608,0.858507555400249,233.3153889349144
FL-00137,9,204,300,304.0504722882779,1.375837449374992,402.70736965591544
FL-00138,79,22,220,428.5906352433054,0.9063737681147506,223.91618241775285
FL-00139,15,120,150,363.39274928091345,0.826692129864031,319.04543694504724
FL-00140,42,96,220,188.70522038738414,1.303642615181586,272.0005316198468
FL-00141,77,29,300,369.706457446793,0.9961857101220999,204.77096891565995
FL-00142,51,97,300,215.3611996090644,1.3001473069490448,275.11303494565124
FL-00143,63,50,180,328.5755769274415,1.188559675330974,261.4830838268458
FL-00144,52,54,150,335.18614368115345,0.8761651731610459,223.79259348768034
FL-00145,4,123,150,456.6711767787447,1.4524910513108145,488.7053135677468
FL-00146,23,211,300,311.8729959043534,1.1166199223344342,342.3073807532145
FL-00147,15,119,150,247.80484778256297,1.3141130944590818,369.1710266035415
FL-00148,43,90,180,230.83822187561105,1.1507144004109375,277.87900378669144
FL-00149,29,95,220,455.98815683951767,1.2230530324728432,359.5440420510619
FL-00150,36,73,150,209.85379904637995,1.0119415146496848,248.05654865889866
FL-00151,13,230,300,299.0539963091003,0.9402522128024152,304.67621028976833
FL-00152,32,127,220,215.51059022443144,1.1797991423856475,284.3025529618403
FL-00153,71,39,220,420.6564140400314,1.1081532810797015,261.1220023629998
FL-00154,59,41,180,316.03042399111666,1.073079249403753,228.05051013306155
FL-00155,86,12,300,272.90029169488423,1.2707970365662362,177.39122440951957
FL-00156,28,91,150,276.3848742192634,1.283354642407795,337.24499449765057
FL-00157,66,50,300,448.2749723530428,0.8321440392638841,230.19534625813202
FL-00158,42,92,220,343.8208840030533,1.0371211459705705,263.2464465907405
FL-00159,45,100,300,401.2537478959423,1.0882351851584642,280.41121636708976
FL-00160,62,34,150,463.9634806877396,0.8678245128149177,239.92470344605917
FL-00161,57,33,150,465.6095866142247,0.9651306066888019,271.43111403483033
FL-00162,6,127,180,264.9781690182521,0.8361492580559297,264.85736185090167
FL-00163,28,84,150,483.35794210123487,1.4973694690319146,417.78964409807816
FL-00164,28,87,150,158.70655870511192,1.3155900420788913,285.79667022993476
FL-00165,44,132,300,281.89244635565797,0.8612151095519276,211.5338180812323
FL-00166,84,18,300,463.52960012809456,0.8141745658530645,219.9250812063726
FL-00167,30,100,220,246.12290793594403,1.3035014601065962,309.57720225670676
FL-00168,62,36,180,245.5785076124614,1.107434515977867,212.02115887554564
FL-00169,75,47,300,255.91779977866105,1.350757696345203,220.18765377129137
FL-00170,89,1,150,364.3096846964228,1.4464332264728688,213.63632859227837
FL-00171,62,67,220,303.41647146502385,1.2195102723114608,250.49306211216748
FL-00172,1,277,300,404.35719272366987,0.9309758960420772,374.17854544463927
FL-00173,27,100,180,463.218724897633,1.3475358252325167,402.4988356897203
FL-00174,62,55,180,385.9697812300012,1.469068220222062,322.93989565049856
FL-00175,77,20,220,221.56335206915142,1.2061619009419693,185.08611168734043
FL-00176,3,153,220,476.4386658261758,1.2773982130965136,436.1409400297807
FL-00177,70,41,220,242.57250567161748,1.0362322865256712,182.37473132522658
FL-00178,72,32,220,202.46300336485535,1.0670693862622178,164.6237811010843
FL-00179,27,149,220,181.4885476013363,1.3142581484971447,339.01996747796625
FL-00180,9,84,150,347.18430923315793,1.4494397688847735,410.0674778165006
FL-00181,62,38,150,189.81686186822813,1.2402918710570465,205.23710634565998
FL-00182,37,147,300,198.57155943942075,1.3528935359397432,302.3666934580229
FL-00183,51,67,180,255.01066820842382,0.9201445121907611,213.58387771115596
FL-00184,44,53,150,248.57855338956233,0.9483713631805815,224.8961609808827
FL-00185,24,82,150,361.4838286162498,1.1724242807833731,357.95914365390286
FL-00186,79,17,150,435.86084781543855,0.9235879345699884,226.19825488948555
FL-00187,59,70,300,416.47237967101233,1.2444965491546465,283.32510601442056
FL-00188,32,131,220,241.86955915076686,1.0041572297762893,252.70346389712648
FL-00189,88,5,300,235.85867429509295,1.3540728330668244,165.75625603842647
FL-00190,52,68,180,488.0270355374387,1.3656772426300403,357.77836460938437
FL-00191,62,49,180,152.88268455718605,1.1246512190287472,178.09100681923346
FL-00192,58,43,180,457.9021865710755,0.9265674445263448,278.01414625442465
FL-00193,52,62,180,219.90498169284174,1.2527424727573528,249.099577321632
FL-00194,12,123,150,481.54951308141875,1.4949509127845104,500.75165509923386
FL-00195,39,65,150,269.8075496896319,1.2358136285597663,283.1901068853383
FL-00196,2,289,300,304.1231208626383,0.8250422834998056,313.6442076429224
FL-00197,3,166,220,397.4922148805333,0.8121057830369578,303.0418408480152
FL-00198,56,44,180,355.68416801564115,1.0242533793446142,262.9069285622777
FL-00199,81,22,300,261.278765397388,0.9370486648022834,173.2209338032555
FL-00200,59,50,150,343.84082055373824,1.3691358450003157,301.3198460978853
FL-00201,2,106,150,405.7474095270102,1.3913639669252005,437.01664737470736
FL-00202,2,203,220,164.81723106587222,0.9810331399173333,305.8678174802684
FL-00203,54,83,220,153.91975683949644,1.0279513438649248,209.8008366360043
FL-00204,87,5,220,310.323428675512,0.9653728774005803,171.94883930824392
FL-00205,1,187,300,196.14281623122997,1.435867783159885,377.4918893883289
FL-00206,19,105,150,382.52050201265,1.1518545342355977,359.4170942407805
FL-00207,2,106,150,224.91835967960196,1.2592959308574139,360.9055637646847
FL-00208,53,82,220,301.49788737848485,1.0908374606897224,245.84405699445614
FL-00209,44,71,180,219.18482790599415,1.2417099354531718,279.36500858636373
FL-00210,32,112,220,341.96925501219357,1.0700987637052153,280.6582162897715
FL-00211,70,60,300,190.6187107845991,1.0377749064104578,179.97559414993935
FL-00212,32,106,220,158.0873984756181,1.2441360512214361,260.3025687623532
FL-00213,68,41,220,167.896073337344,1.2137434546342925,177.50657535405708
FL-00214,55,87,300,483.9904545303585,1.0054695679175647,263.05022740871027
FL-00215,75,27,220,199.80017651382752,0.9045439152236314,143.6704311896178
FL-00216,56,45,150,397.9673885978923,1.0580036856866963,279.6556387709746
FL-00217,17,134,180,173.77417147798917,1.0906383473993364,299.9741716692053
FL-00218,38,94,220,187.85612328231377,1.2400790333972234,254.52152389249989
FL-00219,24,178,300,328.10668799326714,1.4401701345458047,398.94178226620744
FL-00220,69,36,180,312.7048255540203,0.8253293582730477,199.427974254661
FL-00221,70,47,300,483.05310830395433,0.9705627087792914,250.243360359912
FL-00222,86,5,180,480.6924085572581,0.9356011595956923,236.70565690619114
FL-00223,11,153,180,422.8630248898628,1.1516060860856485,413.99354276314904
FL-00224,16,160,220,360.73564054457245,1.1007905649302119,361.6943540893425
FL-00225,73,23,150,309.23611108755387,1.310326336674132,220.94546895187926
FL-00226,59,65,220,274.6624870149474,0.9696911387814047,218.1970209799265
FL-00227,70,40,300,481.4806414414444,1.216148856024831,274.3077350910855
FL-00228,80,28,300,361.01808399863995,1.4187000845199715,241.61233285845566
FL-00229,3,139,180,352.6753846900981,1.4374744179428132,447.44847393888546
FL-00230,20,114,180,231.1653926191202,1.4711492233075218,379.5719435239055
FL-00231,59,38,150,166.34423625978957,1.3412828064559918,214.96133032957863
FL-00232,36,83,220,480.81600291584056,1.4341915343812404,361.2990891999791
FL-00233,19,160,300,259.8073405956289,0.964171610389692,281.2898643281252
FL-00234,67,45,180,304.9061581635606,0.9383066610453339,189.42007962203118
FL-00235,19,90,150,190.12398025499738,0.8045416586463685,225.09167997637715
FL-00236,20,183,300,442.9235154682522,1.2947910502003688,404.94095840405254
FL-00237,71,23,180,159.67114149957573,1.456227031469621,201.69230676141308
FL-00238,52,77,300,441.89676673468375,0.9308547415291735,257.12571066269
FL-00239,33,84,150,199.09975447578836,1.2458605027988152,297.4736249485327
FL-00240,40,67,150,460.29743942090323,1.3225218314552443,366.8341007726409
FL-00241,39,136,300,405.42042306765507,1.4493299646036397,377.02859851972926
FL-00242,82,13,220,207.63459187755677,1.252802156812055,185.61754797866774
FL-00243,1,266,300,348.0362975008138,1.4792056129241267,486.24303076091087
FL-00244,11,105,180,259.4297100243268,1.0412711987087835,301.50969222089645
FL-00245,57,54,220,212.3815846190542,1.0449499736399854,190.9324111579067
FL-00246,89,1,180,450.71376979388793,1.180108757010042,224.10871813764572
FL-00247,50,95,300,291.2329682775303,1.068451316781135,249.23627527712463
FL-00248,23,114,220,289.4903000278839,0.8009980098012729,240.9257023744359
FL-00249,31,101,180,209.460336182317,1.3122404175608913,318.7471802616576
FL-00250,42,137,300,284.07298663002257,1.3262019290349385,305.56282880654527
FL-00251,7,257,300,455.06589621509755,1.3228822232807393,470.11389275808915
FL-00252,16,138,220,277.0950486713726,1.0415144666273266,314.6841545599743
FL-00253,60,62,300,483.0612468749258,1.1656026313178205,297.50689690813806
FL-00254,2,104,150,481.2081147229356,1.0519814627236688,392.96691771090053
FL-00255,1,176,180,200.7145307575711,0.8112254800214521,265.6952983694762
FL-00256,48,70,180,212.0589387329257,1.1937142588899932,242.44468027081575
FL-00257,12,229,300,451.9359246161612,0.8866324662588078,347.27541441905197
FL-00258,69,42,300,287.4663216236517,0.8560289268640084,202.1091074872307
FL-00259,37,71,150,151.53089379905327,1.328849348087751,275.0657936115823
FL-00260,32,87,220,245.85513689687986,0.806654341692674,217.40045941398262
FL-00261,9,223,300,359.170147618446,1.4713059105261084,445.1519264543756
FL-00262,19,229,300,429.7430880859888,1.1606787548788038,379.9877722045729
FL-00263,48,138,300,196.68601598264084,1.4881115014943038,293.9119540016936
FL-00264,80,27,300,188.68947754585736,0.8405983007308959,111.39394064747458
FL-00265,3,136,180,472.73242875031605,1.2084706842061392,446.2128317645199
FL-00266,20,228,300,412.9019287379039,1.0445289251831378,334.8125850856197
FL-00267,24,114,180,356.42286027232745,1.39043774497,390.4406636925179
FL-00268,54,75,300,419.2153764985748,1.0528559146640004,255.1186693567812
FL-00269,33,109,220,300.0990264573235,0.9823413053401444,259.84699809843795
FL-00270,24,76,150,415.4595115581943,1.4002871889699393,407.9583639415583
FL-00271,75,28,220,280.1310469460875,1.0622571641572827,191.3341542770927
FL-00272,72,46,300,235.43310037241082,0.811783323902393,146.21321752965753
FL-00273,36,149,300,405.15469745253904,1.0732023705875338,307.59348189037695
FL-00274,38,128,300,296.88530225504394,1.2581655883076595,294.54402913140984
FL-00275,84,9,220,493.48198651416817,0.9780516771644674,226.43565872347605
FL-00276,89,2,300,272.3198138078353,1.10239131469761,162.52143781978103
FL-00277,25,148,220,472.6045971858731,0.8397005967975579,336.1391310963738
FL-00278,18,124,180,476.5368919984778,1.2116649540597701,387.8602422609921
FL-00279,82,9,150,234.64853147266115,1.3294064467022757,182.64716232990156
FL-00280,66,38,150,429.37741355580465,1.0893187929807773,258.3365761264548
FL-00281,54,84,220,301.5760768005978,1.0941628429610222,261.7550458563463
FL-00282,35,75,180,471.1336545306218,0.8617977490094415,292.6865914960897
FL-00283,80,15,220,307.5434954223336,0.9413586051583878,180.68531025548364
FL-00284,61,51,180,410.50630106807813,0.9082727121895389,244.85985930765221
FL-00285,41,152,300,313.4385932073293,1.1371814380630765,283.3204048670797
FL-00286,33,112,180,229.73026449949967,1.1704788786655251,309.4897034489794
FL-00287,68,42,180,219.7725451306402,1.464258091898982,246.11356419266906
FL-00288,33,95,180,298.90091798972094,0.8512620529940638,256.5360563321973
FL-00289,14,102,150,414.4231299549752,1.219907581208533,406.81099765489165
FL-00290,21,84,180,361.7750198132684,1.168548969129769,336.4279570903944
FL-00291,48,97,300,391.02025146519014,1.1613631685550805,304.0558165853116
FL-00292,20,182,300,248.81422275617984,1.4112115011679784,370.8236855867255
FL-00293,8,232,300,318.50237108516194,0.9438769294868405,317.34212081252974
FL-00294,7,136,180,165.53834273926444,0.8285412920389601,245.53167026262574
FL-00295,67,50,220,436.1363455853422,1.2705900553439347,280.54941875285317
FL-00296,17,127,220,496.46225678395615,1.0416102248951862,359.6326866996028
FL-00297,33,156,300,292.40767191863483,0.8123129413487673,253.87231209107276
FL-00298,48,44,150,153.83727859604016,0.9759618051032897,190.53100279331537
FL-00299,76,26,220,209.4274238428316,1.0165287419517683,162.4897939250766
FL-00300,59,55,180,378.3844072126466,1.2317868637489695,283.23763613579456
FL-00301,86,8,220,364.2277613713507,0.9208100558344905,210.9067999348821
FL-00302,22,225,300,425.7526518549404,1.0891380435673788,356.1822939618439
FL-00303,30,71,150,238.85940383637387,1.1377328110924827,271.07122062034597
FL-00304,38,101,220,417.2711704414969,1.1214661739548637,305.1700933908976
FL-00305,51,69,220,390.7944075332844,1.4817585366667472,328.1104422376724
FL-00306,54,93,300,262.98507419984514,0.8318529664532073,198.1012705349348
FL-00307,8,128,150,340.92085181993673,1.4656777305166795,457.7400487505184
FL-00308,27,91,150,201.54583297441434,1.2073560497958233,296.35658846250186
FL-00309,27,200,300,308.39757620245393,1.3570094004788869,373.69080943574005
FL-00310,21,94,180,458.41906884447434,1.101274832611253,349.76781229870204
FL-00311,30,139,220,297.4169829388868,1.1176865168798864,315.12749950698264
FL-00312,28,77,180,443.8483472663977,1.4155285493110765,399.11557866582757
FL-00313,64,60,220,356.58867784089307,1.4271541474043317,293.4775117229324
FL-00314,69,37,220,217.1568495858249,0.9670822170019084,180.05489920902704
FL-00315,61,42,180,353.38718564426375,0.9394693150092328,234.26203071874994
FL-00316,48,112,300,327.0941652049722,1.1473646217089657,276.8475276706631
FL-00317,19,231,300,289.5244673187344,1.4301939189893842,407.6366392753965
FL-00318,4,130,220,191.87065383062463,1.0256485653843235,277.88696191462617
FL-00319,35,135,300,295.84803234653043,1.2564102307373919,304.7144184466455
FL-00320,64,59,220,175.4668316838695,1.2957061814184208,209.96131378443658
FL-00321,49,103,300,184.56916798956294,1.345072265425909,263.23774843808104
FL-00322,17,121,220,295.5707865264506,1.1947471205446742,336.34537294320853
FL-00323,44,118,300,256.8835186889623,1.0817186247952788,256.67492675115824
FL-00324,30,75,150,473.9405140517782,1.476911192159281,404.5458118000786
FL-00325,46,85,180,281.4970318830947,1.2279315273119968,302.337186110213
FL-00326,6,126,150,415.25034272523504,1.3099956481432895,443.0882268050094
FL-00327,37,85,180,335.58663422818495,1.041487991987115,272.179236310251
FL-00328,24,131,180,396.4299840248174,1.268964426702156,388.2735938059938
FL-00329,46,84,220,241.0405940553897,0.9804583635148882,250.3865671020189
FL-00330,53,46,180,479.6667404934152,0.9715678422700453,271.84841688178284
FL-00331,60,35,150,335.5309739200484,1.3003055412665985,261.24682566089666
FL-00332,63,34,150,440.96342494983736,1.1649763153840547,272.66983760281664
FL-00333,85,11,300,277.76599271663974,1.2782936272956729,182.9566198997651
FL-00334,32,94,150,185.0739721676836,0.9886069435236642,242.16641678339727
FL-00335,87,9,300,385.79907670229704,1.2191063387397114,210.18966748859037
FL-00336,33,80,180,152.71587691809856,1.1107535547921787,252.63722713747893
FL-00337,67,32,150,316.35254179792787,1.2178722007918696,239.99166069645784
FL-00338,18,127,180,217.48066593326075,1.0036158125709536,274.6102138826073
FL-00339,25,105,150,369.5814265523768,1.3008156745543866,382.8786880032673
FL-00340,54,57,150,492.79695559824825,1.3641505563116259,343.8088498456853
FL-00341,58,85,300,312.54101721222605,0.9819415317004065,225.23360309826504
FL-00342,67,41,180,436.1243897839833,1.0104343918989496,263.44045418768746
FL-00343,46,60,150,327.7244654328924,1.262807988803365,296.6047354983512
FL-00344,24,132,220,323.5440108864084,1.286909622012481,356.5234711103435
FL-00345,32,74,180,475.6482226125722,1.292869779078215,385.5164478501806
FL-00346,47,55,180,461.4880540613385,1.2778889533430857,335.35632636566515
FL-00347,86,6,180,425.0301628157911,1.0749654018667771,216.77467339085126
FL-00348,23,158,300,253.68951366087444,1.076397572082575,306.2853552292359
FL-00349,66,35,220,340.7529455033792,0.978372336551067,216.6083078060026
FL-00350,27,112,180,228.36403165698977,0.9097835899274541,231.95016838787157
FL-00351,2,89,150,305.3708443162889,1.284804165577834,388.63340687902956
FL-00352,17,101,150,319.4745730159267,0.865232150180619,267.98049517534906
FL-00353,33,154,300,441.07401405926583,1.4564546007507473,404.465790791554
FL-00354,9,133,150,463.6099278637476,1.378680412570016,464.0650869970814
FL-00355,43,74,180,295.11702183876724,1.4002540179700793,311.43116793473496
FL-00356,48,43,150,156.19655577563302,1.4346681702306332,250.1002715838485
FL-00357,39,83,180,451.6208439262741,1.086023479506268,314.54489979799257
FL-00358,42,74,150,210.99753747547624,1.3926905063452808,299.63204646338824
FL-00359,26,156,220,367.6586873616377,0.9106429102041546,313.3649346427616
FL-00360,50,102,300,158.73981515194592,0.8151492562257651,160.87996056853373
FL-00361,25,157,300,289.8272663411975,1.3494239762646951,353.1083009118037
FL-00362,24,155,220,495.08610574037243,0.8523576535978575,320.6578510736072
FL-00363,13,127,220,185.2427603863311,1.4919672671281452,369.17465599441243
FL-00364,60,84,300,298.2926031998748,1.2723575007210892,259.2777704676275
FL-00365,7,154,220,257.50248256648325,1.3274147971694739,373.4536835708985
FL-00366,57,40,180,466.7808431858925,0.9720626993945062,251.32487310416766
FL-00367,36,66,150,454.26903776757433,1.2717057757437817,361.077421462161
FL-00368,45,105,300,233.1945661071801,0.8302539560784701,209.0482830616448
FL-00369,20,149,220,178.4157254676509,1.3864780039465208,350.2911536105805
FL-00370,65,48,180,369.4984379213911,0.9187368651221007,220.4294578022713
FL-00371,8,193,300,267.7290491592984,1.2881506467836394,369.9703607778343
FL-00372,16,167,220,385.22953671212207,0.9571363508629098,333.7808170072928
FL-00373,14,157,300,161.24191462373506,0.84791721859823,224.4126503022206
FL-00374,76,27,220,196.6897323121213,1.137045574984576,144.68461164206224
FL-00375,87,6,300,390.2302814704252,0.9185003471909526,175.49519265558712
FL-00376,15,146,180,224.32972935587424,1.310610791828585,365.42032547429693
FL-00377,66,43,180,450.15568651684055,0.9662960903684394,252.78469697665156
